
mm/dd,2022:LWG:gaspct (%),2021:LWG:gaspct (%),2020:LWG:gaspct (%),2019:LWG:gaspct (%),2018:LWG:gaspct (%),2017:LWG:gaspct (%),2016:LWG:gaspct (%),2015:LWG:gaspct (%),2014:LWG:gaspct (%),2013:LWG:gaspct (%),2012:LWG:gaspct (%),2011:LWG:gaspct (%),2010:LWG:gaspct (%),2009:LWG:gaspct (%),2008:LWG:gaspct (%),2007:LWG:gaspct (%),2006:LWG:gaspct (%),2005:LWG:gaspct (%),2004:LWG:gaspct (%),2003:LWG:gaspct (%),2002:LWG:gaspct (%),2001:LWG:gaspct (%),2000:LWG:gaspct (%),1999:LWG:gaspct (%),1998:LWG:gaspct (%),2022:LWG:outflow (kcfs),2021:LWG:outflow (kcfs),2020:LWG:outflow (kcfs),2019:LWG:outflow (kcfs),2018:LWG:outflow (kcfs),2017:LWG:outflow (kcfs),2016:LWG:outflow (kcfs),2015:LWG:outflow (kcfs),2014:LWG:outflow (kcfs),2013:LWG:outflow (kcfs),2012:LWG:outflow (kcfs),2011:LWG:outflow (kcfs),2010:LWG:outflow (kcfs),2009:LWG:outflow (kcfs),2008:LWG:outflow (kcfs),2007:LWG:outflow (kcfs),2006:LWG:outflow (kcfs),2005:LWG:outflow (kcfs),2004:LWG:outflow (kcfs),2003:LWG:outflow (kcfs),2002:LWG:outflow (kcfs),2001:LWG:outflow (kcfs),2000:LWG:outflow (kcfs),1999:LWG:outflow (kcfs),1998:LWG:outflow (kcfs),2022:LWG:spillpct (%),2021:LWG:spillpct (%),2020:LWG:spillpct (%),2019:LWG:spillpct (%),2018:LWG:spillpct (%),2017:LWG:spillpct (%),2016:LWG:spillpct (%),2015:LWG:spillpct (%),2014:LWG:spillpct (%),2013:LWG:spillpct (%),2012:LWG:spillpct (%),2011:LWG:spillpct (%),2010:LWG:spillpct (%),2009:LWG:spillpct (%),2008:LWG:spillpct (%),2007:LWG:spillpct (%),2006:LWG:spillpct (%),2005:LWG:spillpct (%),2004:LWG:spillpct (%),2003:LWG:spillpct (%),2002:LWG:spillpct (%),2001:LWG:spillpct (%),2000:LWG:spillpct (%),1999:LWG:spillpct (%),1998:LWG:spillpct (%),2022:LWG:tempc (C),2021:LWG:tempc (C),2020:LWG:tempc (C),2019:LWG:tempc (C),2018:LWG:tempc (C),2017:LWG:tempc (C),2016:LWG:tempc (C),2015:LWG:tempc (C),2014:LWG:tempc (C),2013:LWG:tempc (C),2012:LWG:tempc (C),2011:LWG:tempc (C),2010:LWG:tempc (C),2009:LWG:tempc (C),2008:LWG:tempc (C),2007:LWG:tempc (C),2006:LWG:tempc (C),2005:LWG:tempc (C),2004:LWG:tempc (C),2003:LWG:tempc (C),2002:LWG:tempc (C),2001:LWG:tempc (C),2000:LWG:tempc (C),1999:LWG:tempc (C),1998:LWG:tempc (C)
1/30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.421,100.031,102.002,101.228,98.558,99.923,101.529,101.608,100.610,28.654,25.658,35.642,27.117,46.850,33.888,34.058,36.938,19.950,24.488,31.692,49.017,23.921,29.579,28.717,21.171,36.379,24.950,38.208,40.725,27.746,25.558,33.792,52.188,42.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.229,4.837,NA,2.529,NA,NA,NA,NA,NA,NA,3.078,4.416,3.997,4.900,3.336,3.295,3.604,3.000,11.217
1/31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.322,99.872,100.767,101.515,98.934,99.732,101.005,102.035,101.071,26.208,26.150,34.013,22.317,45.846,30.308,35.663,39.729,20.246,28.258,30.513,52.017,24.054,26.292,24.500,28.438,43.358,27.933,34.633,54.650,25.829,20.179,36.117,51.225,43.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.183,4.891,NA,2.647,NA,NA,NA,NA,NA,NA,3.185,4.112,3.844,5.318,3.386,3.410,3.629,3.117,12.142
2/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.649,99.116,100.393,100.886,98.877,99.824,101.598,100.765,101.404,29.279,21.617,32.425,21.750,48.433,29.292,34.304,38.246,20.788,27.358,29.033,50.467,27.533,26.808,22.025,28.379,42.163,27.900,27.433,72.450,22.108,22.179,40.000,55.063,42.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.674,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.110,4.698,NA,2.903,NA,NA,NA,NA,NA,NA,3.340,4.100,3.669,5.264,3.461,3.397,3.588,3.267,11.608
2/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.148,98.980,100.440,100.334,98.170,100.213,101.197,101.728,101.205,27.471,24.883,34.325,20.746,43.983,28.450,28.650,36.321,18.138,29.700,32.708,42.779,29.875,23.096,24.500,29.254,47.763,26.938,25.550,68.954,30.150,25.558,39.233,47.642,41.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.254,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.059,4.522,NA,NA,NA,NA,NA,NA,NA,NA,3.520,4.150,3.740,5.201,3.415,3.329,3.383,3.383,11.778
2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.731,99.586,100.108,99.994,97.908,99.776,101.706,101.564,NA,27.608,20.838,35.221,22.867,54.363,32.500,26.704,39.629,21.063,25.617,31.083,38.363,26.138,28.808,19.654,25.871,50.825,24.892,24.833,58.467,27.625,19.954,49.854,46.608,35.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.130,4.459,NA,NA,NA,NA,NA,NA,NA,NA,3.730,4.264,3.918,5.479,3.187,3.285,2.979,3.400,NA
2/4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.380,100.452,99.159,99.088,97.959,100.478,102.137,101.847,97.959,27.846,25.058,38.238,34.338,63.246,30.054,23.679,38.213,20.308,31.029,30.796,36.908,24.121,25.904,23.288,21.458,50.117,26.813,27.808,51.129,30.904,17.075,41.513,48.654,40.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.172,4.414,NA,NA,NA,NA,NA,NA,NA,NA,4.065,4.389,4.074,5.443,2.831,3.298,2.921,3.458,12.254
2/5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.494,100.138,97.987,99.128,99.146,100.597,101.967,101.704,100.365,24.488,25.579,28.454,28.738,88.800,34.554,25.954,39.683,18.371,30.042,30.258,39.167,20.046,23.617,23.175,21.246,58.688,25.488,23.425,38.725,35.963,17.288,39.933,45.513,41.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.127,4.303,NA,NA,NA,NA,NA,NA,NA,NA,4.346,4.475,4.078,5.272,2.713,3.191,3.208,3.521,12.225
2/6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.446,100.814,98.463,98.929,100.333,101.070,101.262,102.464,101.247,23.408,26.250,35.642,28.396,86.871,33.163,19.892,41.971,24.846,28.475,31.229,36.200,27.938,23.363,24.121,17.038,51.221,21.000,28.113,40.354,33.746,18.483,42.858,38.467,36.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.163,4.262,NA,NA,NA,NA,NA,NA,NA,NA,4.415,4.558,3.967,5.177,2.661,3.131,3.783,3.644,11.800
2/7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.528,100.321,98.078,99.151,101.586,100.796,101.564,NA,101.322,25.621,23.596,56.588,29.504,75.425,39.500,24.233,46.471,20.321,27.321,33.158,44.883,32.592,28.525,24.583,24.129,53.038,25.579,25.121,35.654,38.700,21.821,33.954,53.779,39.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.048,4.256,NA,NA,NA,NA,NA,NA,NA,NA,4.504,4.552,3.843,5.040,2.738,3.091,3.850,NA,12.071
2/8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.556,99.625,97.913,99.680,100.714,100.942,102.434,NA,100.618,25.433,24.767,70.338,29.046,71.038,38.558,22.513,56.025,18.758,29.838,25.079,40.088,25.704,19.725,24.121,19.475,42.779,20.696,21.308,36.567,33.613,22.696,37.425,48.104,41.233,0.000,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.336,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.072,4.357,NA,NA,NA,NA,NA,NA,NA,NA,4.496,4.491,3.612,5.003,2.836,3.038,3.800,NA,11.800
2/9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.996,99.717,98.013,99.935,99.420,101.548,102.323,NA,98.943,27.454,23.138,51.088,23.500,68.846,40.104,21.629,69.188,17.867,29.817,31.783,42.217,32.542,29.575,24.621,18.133,48.446,20.354,21.454,33.342,21.163,24.579,39.000,50.625,37.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,3.909,4.737,NA,NA,NA,NA,NA,NA,NA,NA,4.244,4.432,3.579,4.850,2.736,3.065,3.733,NA,12.258
2/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.183,99.872,98.371,100.064,100.457,102.109,102.578,NA,99.546,26.563,24.221,43.979,25.238,63.454,61.842,21.617,87.671,21.279,25.142,29.008,39.225,23.542,33.096,17.779,25.354,50.117,18.683,25.525,23.783,23.513,21.783,39.279,47.442,41.875,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,3.997,5.333,NA,NA,NA,NA,NA,NA,NA,NA,4.018,4.295,3.540,4.770,2.733,3.071,3.713,NA,12.271
2/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.530,101.154,98.577,100.148,99.828,101.952,103.139,NA,99.439,23.792,25.329,40.813,25.258,59.729,72.933,23.558,84.433,22.863,31.371,30.525,47.800,19.250,25.442,26.221,22.150,49.621,20.704,24.658,33.604,28.300,17.938,44.179,48.158,41.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,3.938,5.663,NA,NA,NA,NA,NA,NA,NA,NA,3.840,4.231,3.262,4.626,2.880,3.048,3.771,NA,11.817
2/12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.509,101.652,99.451,100.827,99.717,101.348,103.691,NA,100.282,24.692,24.971,37.792,27.683,56.050,71.179,24.017,77.904,21.242,27.092,28.625,37.625,22.892,27.950,26.042,25.204,50.575,15.100,26.067,27.063,32.504,17.579,34.458,52.104,41.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,3.948,5.772,NA,NA,NA,NA,NA,NA,NA,NA,3.719,4.053,3.177,4.454,2.996,3.048,3.867,NA,11.579
2/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.417,100.800,100.809,101.622,100.795,100.874,103.306,NA,100.108,24.392,23.938,39.508,25.929,56.542,65.942,27.700,70.146,27.004,28.958,31.146,41.854,20.838,30.658,29.558,33.821,47.046,20.171,25.963,30.021,38.113,21.108,32.508,47.808,42.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.186,5.791,NA,NA,NA,NA,NA,NA,NA,NA,3.616,3.950,3.150,4.135,3.222,2.984,3.988,NA,11.042
2/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.261,100.233,101.326,100.982,99.657,101.135,103.603,NA,102.076,25.608,22.946,36.821,26.250,51.438,59.863,27.338,69.550,32.088,25.292,30.375,45.663,20.258,23.963,26.771,35.283,47.150,21.563,28.296,26.613,40.525,28.875,38.746,41.258,42.388,0.000,0.000,0.000,0.000,0.000,1.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.398,5.808,NA,NA,NA,NA,NA,NA,NA,NA,3.423,3.930,3.140,4.014,3.525,2.859,4.179,NA,14.179
2/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.809,99.533,101.699,101.419,100.494,101.271,100.957,NA,101.404,29.800,22.263,37.667,25.513,55.975,56.913,35.146,69.825,39.704,30.550,32.200,52.725,20.892,19.787,27.829,30.575,47.238,17.671,23.204,25.075,29.121,29.625,50.704,52.733,42.613,0.000,0.000,0.000,0.000,0.000,7.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.549,5.830,NA,NA,NA,NA,NA,NA,NA,NA,3.250,3.870,3.175,3.980,3.480,2.678,4.133,NA,12.138
2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.739,99.392,102.142,102.023,102.012,100.508,100.505,NA,101.580,25.008,24.496,32.892,28.075,54.717,60.738,56.017,66.050,33.642,29.392,32.650,50.296,23.413,19.830,25.333,45.467,41.008,20.233,22.988,24.725,18.208,23.729,50.967,51.842,42.525,0.000,0.000,0.000,0.000,0.000,7.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.613,5.786,NA,NA,NA,NA,NA,NA,NA,NA,3.142,5.038,3.240,4.063,3.477,2.327,3.950,NA,13.671
2/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.480,99.947,102.492,101.052,102.774,101.087,100.112,NA,101.207,26.583,22.608,34.138,25.392,60.633,77.833,58.342,62.896,38.538,26.779,27.221,59.713,24.975,23.479,22.979,42.342,41.125,20.571,29.550,27.775,18.771,20.583,57.450,44.929,40.663,0.000,0.000,0.000,0.000,0.000,0.787,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.829,5.799,NA,NA,NA,NA,NA,NA,NA,NA,2.946,3.598,3.312,4.005,3.386,2.207,4.017,NA,13.188
2/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.132,101.454,102.806,100.967,102.603,101.715,99.212,NA,100.703,27.567,24.958,32.758,26.175,65.008,72.483,56.417,57.421,33.233,28.213,29.896,52.938,25.104,22.004,24.617,35.271,40.450,19.738,25.042,24.079,24.375,18.025,46.733,48.946,41.817,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.369,5.710,NA,NA,NA,NA,NA,NA,NA,NA,2.747,3.533,3.316,4.003,3.393,2.250,4.221,NA,11.469
2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.332,102.602,102.126,101.213,102.728,102.054,99.815,NA,100.283,23.979,26.096,30.096,29.642,56.729,77.250,56.279,53.104,34.142,27.863,29.954,52.658,26.000,28.196,24.396,38.929,39.325,16.888,40.129,26.479,29.008,19.663,32.275,50.054,39.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.474,5.554,NA,NA,NA,NA,NA,NA,NA,NA,2.580,3.525,3.177,4.055,3.401,2.368,4.254,NA,15.850
2/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.044,102.059,102.255,101.481,101.245,102.328,101.640,NA,99.810,22.171,26.417,29.817,28.304,54.358,77.571,59.213,53.946,37.275,30.879,33.683,46.367,26.017,25.071,28.933,33.963,42.825,20.050,35.942,27.025,32.892,19.233,36.608,50.529,42.475,0.000,0.000,0.000,0.000,0.000,3.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.280,5.375,NA,NA,NA,NA,NA,NA,NA,NA,2.358,3.553,3.055,4.028,3.285,2.640,4.388,NA,15.572
2/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.411,100.923,102.868,101.573,101.137,102.335,102.492,NA,103.050,21.729,21.425,27.000,27.121,54.192,80.025,51.829,48.704,31.217,23.821,29.750,49.233,28.213,23.142,25.371,43.692,43.429,18.513,37.083,34.054,27.879,17.521,32.233,54.383,43.167,0.000,0.000,0.000,0.000,0.000,3.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.160,NA,NA,NA,NA,NA,NA,5.218,5.126,NA,NA,NA,NA,NA,NA,NA,NA,2.202,3.551,3.065,4.163,3.358,2.732,4.554,NA,15.742
2/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.972,100.481,103.097,101.278,102.216,102.868,102.376,NA,102.277,23.321,23.329,23.613,30.350,50.342,95.300,44.975,47.775,30.842,26.692,36.829,51.460,25.650,20.950,29.038,30.467,39.575,21.017,32.854,32.679,27.113,16.729,44.563,52.788,42.154,0.000,0.000,0.000,0.000,0.000,24.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.000,NA,NA,NA,NA,NA,NA,5.288,4.819,NA,NA,NA,NA,NA,NA,NA,NA,2.100,3.707,3.216,4.374,3.505,2.840,4.429,NA,15.908
2/23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.143,100.416,102.649,100.482,103.437,103.109,102.326,NA,102.982,23.771,31.205,26.779,25.829,52.775,93.875,50.338,48.067,29.646,23.667,61.154,44.317,28.450,27.396,24.696,37.063,38.942,17.025,36.708,34.204,19.683,18.146,42.142,50.808,35.363,0.000,0.000,0.000,0.000,0.000,17.288,0.000,0.000,0.000,0.000,24.399,0.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.410,4.788,NA,NA,NA,NA,NA,NA,NA,NA,2.195,3.809,3.628,4.618,3.507,2.905,4.329,NA,14.288
2/24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.748,100.624,102.494,100.301,100.881,103.490,102.526,NA,103.075,20.596,35.988,24.825,27.433,49.713,88.375,37.995,44.692,30.171,25.104,58.050,44.596,20.792,23.433,22.833,34.463,37.708,17.321,32.417,36.538,32.083,19.517,44.663,64.225,34.875,0.000,0.000,0.000,0.000,0.000,2.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.000,NA,NA,NA,NA,NA,NA,5.310,4.913,NA,NA,NA,NA,NA,NA,NA,NA,2.377,3.795,3.933,4.705,3.676,3.136,4.238,NA,14.688
2/25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.022,101.241,102.585,100.750,98.635,102.588,101.812,NA,102.262,21.458,27.200,27.967,31.138,52.071,80.650,40.811,37.696,29.821,25.929,38.754,47.438,22.271,38.229,23.154,29.954,34.679,19.900,31.988,32.333,32.579,19.242,50.950,78.054,47.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.217,5.147,NA,NA,NA,NA,NA,NA,NA,NA,2.575,3.700,3.977,4.786,3.634,3.309,4.442,NA,14.679
2/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.396,101.719,102.894,101.353,98.805,101.674,101.580,NA,100.959,20.767,30.342,26.013,28.921,49.650,83.650,36.350,43.642,30.179,28.317,41.913,41.238,23.929,38.900,26.213,32.404,36.296,16.208,34.350,25.317,37.554,18.946,50.525,75.513,40.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,4.976,5.044,NA,NA,NA,NA,NA,NA,NA,NA,2.924,3.642,4.144,4.818,3.733,3.338,4.962,NA,16.010
2/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.443,102.142,101.648,100.511,99.327,102.123,101.886,NA,100.986,18.379,22.569,23.675,29.946,45.083,70.604,38.242,39.508,33.842,27.396,37.550,44.425,20.092,36.813,28.138,33.804,38.242,17.233,37.725,22.050,40.613,19.213,44.438,78.067,34.417,0.000,0.000,0.000,0.000,0.000,5.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.038,4.860,NA,NA,NA,NA,NA,NA,NA,NA,3.297,3.650,4.187,4.944,3.768,3.663,5.158,NA,15.521
2/28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.525,102.283,100.796,100.092,100.082,102.996,101.534,NA,100.989,20.858,27.842,22.946,32.404,53.446,74.796,44.313,39.654,40.742,18.779,38.946,45.746,19.763,34.542,29.779,24.588,39.817,21.438,37.071,30.642,31.525,20.225,60.808,79.896,34.088,0.000,0.000,0.000,0.000,0.000,4.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.030,4.645,NA,NA,NA,NA,NA,NA,NA,NA,3.640,3.520,4.093,4.924,3.824,3.847,5.167,NA,15.467
2/29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.838,NA,NA,NA,NA,NA,NA,NA,100.977,NA,NA,NA,102.024,NA,NA,NA,NA,21.996,NA,NA,NA,42.188,NA,NA,NA,43.696,NA,NA,NA,30.029,NA,NA,NA,27.088,NA,NA,NA,63.029,NA,NA,NA,NA,0.000,NA,NA,NA,0.000,NA,NA,NA,0.000,NA,NA,NA,0.000,NA,NA,NA,0.000,NA,NA,NA,0.000,NA,NA,NA,NA,NA,NA,NA,NA,4.977,NA,NA,NA,4.103,NA,NA,NA,NA,NA,NA,NA,4.176,NA,NA,NA,5.179,NA,NA
3/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.861,NA,NA,NA,NA,NA,102.170,102.287,100.876,99.410,99.272,103.516,101.777,NA,101.279,24.021,32.842,25.754,34.871,53.363,69.542,36.821,38.354,41.717,27.150,38.383,55.179,22.117,34.229,25.688,29.550,50.871,16.833,33.429,28.488,25.417,12.396,61.779,94.929,49.088,6.539,0.000,0.000,0.000,0.000,2.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.052,4.647,NA,NA,4.118,NA,NA,NA,NA,NA,3.843,3.488,4.218,4.813,3.720,3.909,5.554,NA,14.888
3/2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.697,NA,NA,NA,NA,NA,102.592,102.517,100.320,100.072,98.515,103.314,100.874,NA,102.318,42.796,38.613,27.154,34.292,51.533,67.308,40.888,36.196,40.871,28.321,34.904,48.388,21.546,27.317,32.204,25.704,43.979,21.142,35.846,20.833,23.888,14.583,58.508,94.075,36.204,0.000,3.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,5.208,4.664,NA,NA,4.088,NA,NA,NA,NA,NA,3.917,3.717,4.312,4.554,3.501,3.954,5.663,NA,14.538
